,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
0,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
1,Pilaitė,M. Mažvydo g.,350,"10,61",1,33,5,9
2,Žvėrynas,Pieninės g.,499,"12,03",2,41.47,4,4
3,Šnipiškės,Kalvarijų g.,260,"12,38",1,21,4,9
4,Senamiestis,Pranciškonų g.,450,"9,00",2,50,2,4
5,Senamiestis,Sluškų g.,650,"11,09",2,58.6,4,5
6,Šnipiškės,Kalvarijų g.,180,"6,67",1,27,1,9
7,Senamiestis,Pylimo g.,250,"8,33",1,30,3,3
8,Senamiestis,Pylimo g.,200,"6,67",1,30,3,3
9,Baltupiai,Didlaukio g.,350,"10,70",1,32.71,9,9
10,Naujininkai,Telšių g.,550,"8,46",4,65,4,4
11,Naujininkai,Telšių g.,420,"10,00",3,42,2,4
12,Fabijoniškės,Salomėjos Nėries g.,220,"5,79",1,38,2,9
13,Naujamiestis,Algirdo g.,300,"8,57",1,35,5,5
14,Naujoji Vilnia,Gerovės g.,270,"5,40",2,50,1,5
15,Senamiestis,Gedimino pr.,1200,"14,29",2,84,4,5
16,Senamiestis,Žemaitijos g.,400,"20,00",1,20,3,3
17,Šiaurės miestelis,Kalvarijų g.,530,"7,91",3,67,6,7
18,Šnipiškės,Kalvarijų g.,250,"11,36",1,22,2,9
19,Senamiestis,Sodų g.,185,"12,33",1,15,2,3
20,Pašilaičiai,Perkūnkiemio g.,350,"8,54",2,41,5,9
21,Užupis,Krivių g.,350,"7,66",2,45.7,1,7
22,Senamiestis,Plačioji g.,490,"16,90",2,29,3,3
23,Senamiestis,Vingrių g.,750,"18,75",2,40,2,3
24,Naujamiestis,Vilkpėdės g.,340,"6,94",2,49,3,3
25,Viršuliškės,Viršuliškių g.,330,"6,73",2,49,3,12
26,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
27,Žirmūnai,Žirmūnų g.,350,"7,78",2,45,4,5
28,Antakalnis,Antakalnio g.,1700,"11,33",4,150,1,4
29,Senamiestis,K. Kalinausko g.,600,"33,33",1,18,4,6
30,Senamiestis,Trakų g.,500,"5,88",4,85,1,3
31,Baltupiai,Jurgio Lebedžio g.,390,"16,96",1,23,5,5
32,Senamiestis,Pylimo g.,450,"15,00",1,30,1,2
33,Šnipiškės,Linkmenų g.,990,"13,56",3,73,1,5
34,Viršuliškės,Viršilų g.,400,"6,81",2,58.74,18,23
35,Karoliniškės,Sausio 13-osios g.,400,"9,52",1,42,3,7
36,Viršuliškės,Tujų g.,290,"5,92",2,49,2,5
37,Žvėrynas,Birutės g.,2200,"20,24",3,108.69,3,3
38,Užupis,Krivių g.,1200,"10,62",2,113,2,3
39,Antakalnis,Antakalnio g.,120,"4,00",1,30,5,5
40,Pilaitė,Juodkrantės g.,450,"8,04",2,56,4,5
41,Šnipiškės,Linkmenų g.,990,"13,56",3,73,1,5
42,Šnipiškės,Žalgirio g.,520,"10,97",2,47.42,3,8
43,Justiniškės,Taikos g.,350,"8,33",2,42,3,5
44,Žirmūnai,Trinapolio g.,630,"11,19",2,56.29,2,8
45,Senamiestis,Gėlių g.,330,"7,33",1,45,1,3
46,Senamiestis,Šv. Stepono g.,330,"8,25",1,40,1,3
47,Naujamiestis,Gėlių g.,330,"7,33",1,45,1,3
48,Naujamiestis,Kauno g.,460,"10,45",2,44,7,9
49,Naujamiestis,Aguonų g.,270,"10,80",1,25,5,5
50,Naujamiestis,Gerosios Vilties g.,250,"10,87",1,23,5,5
51,Naujamiestis,Gerosios Vilties g.,200,"10,00",1,20,3,5
52,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
53,Senamiestis,Kauno g.,460,"10,45",2,44,7,11
54,Viršuliškės,Viršuliškių g.,300,"8,57",1,35,7,9
55,Jeruzalė,Kviečių g.,450,"7,03",2,64,4,10
56,Senamiestis,Gedimino pr.,299,"14,24",1,21,4,5
57,Senamiestis,Dzūkų g.,300,"8,82",1,34,3,9
58,Šiaurės miestelis,S. Žukausko g.,375,"7,98",2,47,3,9
59,Senamiestis,Žemaitijos g.,330,"8,25",2,40,3,3
60,Senamiestis,Subačiaus g.,550,"12,39",2,44.4,2,3
61,Baltupiai,Jurgio Lebedžio g.,330,"11,79",1,28,3,5
62,Senamiestis,Sodų g.,350,"6,36",3,55,1,4
63,Karoliniškės,Loretos Asanavičiūtės g.,600,"6,52",3,92,9,10
64,Baltupiai,Mykolo Marcinkevičiaus g.,540,"6,35",3,85,4,4
65,Užupis,Subačiaus g.,360,"8,00",2,45,3,9
66,Pašilaičiai,Ukmergės g.,350,"6,03",2,58,3,6
67,Baltupiai,Jurgio Lebedžio g.,420,"13,55",1,31,1,5
68,Antakalnis,Šilo g.,350,"11,29",1,31,1,5
69,Baltupiai,Trinapolio g.,450,"7,50",2,60,10,11
70,Šnipiškės,Linkmenų g.,410,"12,06",1,34,2,5
71,Naujininkai,Panevėžio g.,150,"10,00",1,15,4,5
72,Naujoji Vilnia,Eglinės Sodų 3-ioji g.,270,"4,74",2,57,1,1
73,Šnipiškės,Jurgio Lebedžio g.,420,"12,35",2,34,1,5
74,Užupis,Manufaktūrų g.,430,"14,33",1,30,3,6
75,Senamiestis,Gedimino pr.,650,"12,75",2,51,6,7
76,Šeškinė,Buivydiškių g.,270,"7,50",1,36,2,5
77,Senamiestis,Klaipėdos g.,400,"11,11",1,36,1,3
78,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
79,Šnipiškės,Kalvarijų g.,300,"8,57",1,35,3,4
80,Naujamiestis,S. Konarskio g.,330,"16,50",1,20,2,5
81,Naujamiestis,Kedrų g.,280,"18,67",1,15,3,5
82,Naujamiestis,Savanorių pr.,230,"16,43",1,14,1,5
83,Pašilaičiai,Žemynos g.,245,"6,81",1,36,1,3
84,Naujamiestis,Naugarduko g.,200,"9,09",1,22,4,5
85,Senamiestis,A. Smetonos g.,500,"17,24",2,29,2,5
86,Senamiestis,A. Smetonos g.,470,"16,21",1,29,2,5
87,Senamiestis,Bokšto g.,470,"19,58",1,24,1,3
88,Žirmūnai,Žirmūnų g.,300,"10,00",1,30,2,5
89,Žvėrynas,Liepyno g.,640,"12,80",2,50,3,4
90,Senamiestis,Didžioji g.,430,"10,75",2,40,2,4
91,Senamiestis,Žemaitijos g.,480,"12,63",2,38,1,3
92,Žvėrynas,Pieninės g.,530,"15,14",2,35,2,6
93,Fabijoniškės,P. Žadeikos g.,170,"170,00",3,1,5,9
94,Žirmūnai,Žirmūnų g.,420,"6,89",3,61,5,5
95,Visoriai,Jono Kairiūkščio g.,380,"9,50",1,40,8,9
96,Naujamiestis,M. K. Čiurlionio g.,650,"12,26",2,53,4,7
97,Bajorai,Bajorų kel.,410,"9,11",2,45,1,4
98,Pilaitė,Karaliaučiaus g.,280,"7,00",1,40,1,5
99,Pašilaičiai,Eitminų g.,430,"7,68",2,56,4,9
100,Pavilnys,Švarioji g.,500,"9,80",2,51,2,4
101,Naujamiestis,Savanorių pr.,350,"7,29",2,48,5,5
102,Žirmūnai,Žirmūnų g.,300,"9,64",1,31.12,1,5
103,Viršuliškės,Viršuliškių g.,320,"6,53",2,49,7,9
104,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
105,Pašilaičiai,Pašilaičių g.,130,"9,29",1,14,1,9
106,Žirmūnai,Jurgio Lebedžio g.,460,"14,38",2,32,2,5
107,Šnipiškės,Giedraičių g.,420,"13,13",2,32,3,10
108,Santariškės,Santariškių g.,440,"10,00",2,44,3,3
109,Senamiestis,Žygimantų g.,420,"12,73",1,33,5,5
110,Šnipiškės,Giedraičių g.,420,"13,13",1,32,2,9
111,Senamiestis,Gedimino pr.,299,"12,46",1,24,4,4
112,Žirmūnai,Žirmūnų g.,500,"6,25",3,80,5,6
113,Šiaurės miestelis,S. Žukausko g.,350,"7,95",2,44,5,9
114,Fabijoniškės,Salomėjos Nėries g.,360,"8,57",2,42,3,5
115,Jeruzalė,Braškių g.,290,"5,69",2,51,5,9
116,Pavilnys,Švarioji g.,550,"10,78",2,51,3,3
117,Pašilaičiai,Leičių g.,450,"9,78",2,46,4,9
118,Naujamiestis,Tauro g.,350,"20,59",1,17,2,5
119,Fabijoniškės,Fabijoniškių g.,449,"9,35",2,48,3,9
120,Užupis,Olandų g.,280,"7,37",2,38,2,5
121,Naujamiestis,Geležinio Vilko g.,250,"15,63",1,16,2,5
122,Senamiestis,Vingrių g.,550,"9,02",3,61,3,3
123,Žirmūnai,Jurgio Lebedžio g.,475,"12,18",2,39,4,5
124,Žvėrynas,Sėlių g.,450,"9,05",2,49.75,4,5
125,Senamiestis,Aludarių g.,550,"11,00",2,50,1,4
126,Senamiestis,Žydų g.,390,"9,51",1,41,2,3
127,Pašilaičiai,Laisvės pr.,300,"13,64",1,22,3,3
128,Žirmūnai,Piromonto g.,460,"17,69",1,26,4,7
129,Žirmūnai,Šeimyniškių g.,410,"12,06",1,34,2,12
130,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
131,Karoliniškės,Loretos Asanavičiūtės g.,380,"8,15",2,46.6,4,9
132,Pilaitė,I. Kanto al.,280,"7,78",1,36,5,5
133,Žirmūnai,Žirmūnų g.,290,"13,18",1,22,9,9
134,Senamiestis,Stiklių g.,650,"14,44",2,45,2,3
135,Lazdynėliai,Jonažolių g.,500,"8,09",2,61.83,8,9
136,Žirmūnai,Kalvarijų g.,320,"13,33",1,24,1,3
137,Naujamiestis,T. Ševčenkos g.,500,"11,11",2,45,5,6
138,Senamiestis,Šv. Stepono g.,620,"8,49",3,73,2,5
139,Šnipiškės,Trinapolio g.,380,"9,50",1,40,9,16
140,Antakalnis,Antakalnio g.,290,"12,61",1,23,1,9
141,Naujoji Vilnia,Linksmoji g.,350,"5,00",2,70,1,2
142,Senamiestis,Pakalnės g.,430,"15,36",2,28,3,3
143,Antakalnis,Antakalnio g.,350,"15,91",1,22,3,9
144,Senamiestis,Žygimantų g.,540,"15,43",2,35,5,5
145,Senamiestis,Aguonų g.,300,"10,00",1,30,1,4
146,Senamiestis,Aguonų g.,1500,"20,55",3,73,1,5
147,Šnipiškės,Giedraičių g.,325,"9,85",2,33,4,5
148,Šnipiškės,Linkmenų g.,390,"13,45",1,29,3,7
149,Naujamiestis,Kauno g.,480,"15,00",1,32,4,4
150,Žvėrynas,Saltoniškių g.,490,"9,80",2,50,3,8
151,Naujamiestis,Savanorių pr.,200,"6,90",1,29,2,5
152,Baltupiai,Kazio Ulvydo g.,400,"10,99",1,36.4,1,5
153,Žirmūnai,Žirmūnų g.,500,"10,00",2,50,3,5
154,Šeškinė,Buivydiškių g.,300,"7,89",1,38,8,12
155,Pašilaičiai,Žemynos g.,460,"12,11",2,38,1,5
156,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
157,Senamiestis,Gedimino pr.,1050,"8,97",3,117,5,5
158,Žirmūnai,Minties g.,350,"7,00",2,50,8,9
159,Antakalnis,L. Sapiegos g.,620,"8,86",2,70,2,7
160,Naujamiestis,Savanorių pr.,375,"8,33",2,45,5,5
161,Šnipiškės,Kazliškių g.,350,"7,61",2,46,4,5
162,Senamiestis,Jogailos g.,330,"16,50",1,20,3,4
163,Šnipiškės,A. Juozapavičiaus g.,700,"10,77",2,65,6,8
164,Antakalnis,Antakalnio g.,450,"13,17",1,34.16,2,8
165,Jeruzalė,Jeruzalės g.,280,"16,29",1,17.19,1,4
166,Šnipiškės,Linkmenų g.,800,"16,00",2,50,7,7
167,Naujamiestis,Savanorių pr.,270,"9,00",1,30,5,9
168,Santariškės,Santariškių g.,390,"9,29",1,42,1,4
169,Justiniškės,Taikos g.,230,"6,48",1,35.5,3,5
170,Baltupiai,Kazio Ulvydo g.,450,"9,57",2,47,1,5
171,Justiniškės,Justiniškių g.,450,"10,00",2,45,3,5
172,Fabijoniškės,Gedvydžių g.,340,"6,80",2,50,6,9
173,Fabijoniškės,Ateities g.,320,"8,42",1,38,4,5
174,Baltupiai,Juozo Balčikonio g.,380,"10,27",2,37,4,5
175,Senamiestis,Šv. Stepono g.,549,"9,15",2,60,3,5
176,Senamiestis,Šv. Stepono g.,430,"15,36",1,28,1,2
177,Naujamiestis,Algirdo g.,320,"5,93",2,54,2,5
178,Baltupiai,Kalvarijų g.,400,"7,41",2,54,2,9
179,Žirmūnai,Tuskulėnų g.,440,"13,33",15,33,5,9
180,Rasos,Subačiaus g.,260,"14,44",1,18,7,12
181,Užupis,Užupio g.,750,"15,00",2,50,2,2
182,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
183,Pilaitė,Vydūno g.,400,"8,00",2,50,2,9
184,Senamiestis,Rūdninkų g.,710,"11,45",2,62,3,3
185,Šnipiškės,Linkmenų g.,460,"10,45",2,44,5,5
186,Pilaitė,M. Jankaus g.,430,"7,68",2,56,6,7
187,Justiniškės,Rygos g.,299,"5,75",2,52,4,5
188,Žirmūnai,Minties g.,300,"9,38",1,32,1,5
189,Naujamiestis,Smolensko g.,290,"14,50",1,20,2,4
190,Naujamiestis,Švitrigailos g.,700,"8,97",4,78,2,2
191,Fabijoniškės,Visorių g.,500,"8,63",2,57.95,3,6
192,Fabijoniškės,Fabijoniškių g.,700,"8,54",4,82,10,16
193,Šnipiškės,Linkmenų g.,550,"12,01",2,45.8,2,9
194,Senamiestis,Tyzenhauzų g.,300,"9,09",1,33,1,5
195,Žvėrynas,Studentų g.,230,"11,50",1,20,5,5
196,Fabijoniškės,Fabijoniškių g.,300,"9,09",1,33,10,11
197,Šeškinė,Buivydiškių g.,250,"6,58",1,38,1,12
198,Žvėrynas,Liepyno g.,750,"12,50",2,60,5,5
199,Verkiai,Kazio Ulvydo g.,470,"11,19",2,42,3,5
200,Naujininkai,Šaltkalvių g.,220,"12,22",1,18,5,5
201,Senamiestis,Jogailos g.,599,"10,33",2,58,3,5
202,Naujamiestis,T. Ševčenkos g.,450,"14,06",2,32,4,5
203,Senamiestis,Subačiaus g.,485,"14,70",1,33,2,4
204,Antakalnis,Smėlio g.,630,"11,67",2,54,2,7
205,Šnipiškės,Kazliškių g.,350,"9,57",2,36.56,2,5
206,Senamiestis,Vokiečių g.,380,"9,50",1,40,0,4
207,Žemieji Paneriai,Vaduvos g.,350,"8,75",2,40,2,5
208,"Vilnius, Pašilaičiai",Laisvės pr.,97000,1 617,2,60,9,9
209,Fabijoniškės,S. Stanevičiaus g.,500,"6,10",3,82,12,16
210,Šnipiškės,Kalvarijų g.,350,"5,74",3,61,3,5
211,Žirmūnai,Kazio Ulvydo g.,430,"8,96",2,48,4,5
212,Pašilaičiai,Pavilnionių g.,450,"9,00",2,50,4,5
213,Jeruzalė,Rugių g.,380,"6,23",2,61,3,5
214,Fabijoniškės,S. Stanevičiaus g.,340,"9,71",1,35,8,9
215,Pašilaičiai,Pavilnionių g.,400,"8,70",2,46,5,10
216,Žvėrynas,Liepyno g.,470,"9,22",2,51,3,3
217,Santariškės,Fizikų g.,550,"8,87",3,62,4,4
218,Lazdynėliai,Jonažolių g.,540,"8,75",2,61.73,6,6
219,Senamiestis,S. Skapo g.,500,"10,00",2,50,3,3
220,Antakalnis,L. Sapiegos g.,700,"8,54",2,82,6,7
