,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
812,Žirmūnai,Kareivių g.,76000,1974,2,38.5,2,4
813,Šiaurės miestelis,Kareivių g.,76000,1974,2,38.5,2,4
814,Senamiestis,K. Kalinausko g.,183500,3462,3,53,4,6
815,Fabijoniškės,P. Žadeikos g.,79000,1897,1,41.65,3,8
816,Senamiestis,Vasario 16-osios g.,178000,2738,3,65,1,3
817,Šeškinė,Paberžės g.,45000,1500,1,30,1,9
818,Naujininkai,Meistrų g.,29500,1054,2,28,5,5
819,Senamiestis,M. Daukšos g.,57000,1719,2,33.16,1,1
820,Naujininkai,Dzūkų g.,45000,1499,1,30.02,1,9
821,Naujininkai,Panevėžio g.,40000,1600,1,25,2,9
822,Santariškės,Žaliųjų Ežerų g.,53000,1514,1,35,1,8
823,Antakalnis,Vytauto Žalakevičiaus g.,173900,3133,2,55.5,3,8
824,Užupis,Krivių g.,165000,2685,2,61.46,1,3
825,Liepkalnis,Liepkalnio g.,52000,1817,2,28.62,2,2
826,Naujamiestis,Skroblų g.,62500,1520,2,41.11,3,4
827,Lazdynai,Architektų g.,73000,1141,3,64,10,12
828,Šeškinė,Šeškinės g.,55000,1571,1,35,1,5
829,Naujamiestis,Panerių g.,83500,1440,3,58,2,2
830,Dvarčionys,Keramikų g.,30500,1694,1,18,3,3
831,Užupis,Manufaktūrų g.,148886,2314,3,64.34,2,6
832,Užupis,Manufaktūrų g.,118134,2556,2,46.21,1,6
833,Užupis,Manufaktūrų g.,87172,2479,1,35.16,2,6
834,Naujamiestis,Geležinio Vilko g.,61000,1368,2,44.58,1,5
835,Naujamiestis,Žemaitės g.,46000,1572,1,29.26,1,5
836,Vilkpėdė,Žemaitės g.,46000,1586,1,29,1,5
837,Vilkpėdė,Geležinio Vilko g.,61000,1368,2,44.58,1,5
838,Naujamiestis,Vandentiekio g.,49000,1324,2,37,3,4
839,Antakalnis,Saulės g.,149990,2080,3,72.12,1,3
840,Šnipiškės,Daugėliškio g.,50000,2153,1,23.22,3,5
841,Baltupiai,Juozo Balčikonio g.,175000,2333,3,75,2,5
842,Naujamiestis,M. K. Čiurlionio g.,280000,4641,2,60.33,3,7
843,Pilaitė,M. Pretorijaus g.,130000,1467,4,88.63,5,5
844,Naujamiestis,Gerosios Vilties g.,77500,1623,2,47.75,3,5
845,Grigiškės,Vilniaus g.,109000,1621,3,67.25,4,5
846,Jeruzalė,Kalvarijų g.,102000,1440,2,70.85,6,6
847,Naujamiestis,Mindaugo g.,156960,2400,3,65.4,2,3
848,Senamiestis,Aguonų g.,81995,3218,1,25.48,4,5
849,Naujamiestis,Aguonų g.,149178,2305,3,64.71,2,5
850,Naujamiestis,Aguonų g.,107172,2522,2,42.5,2,5
851,Naujamiestis,Aguonų g.,108316,2820,2,38.41,5,7
852,Pašilaičiai,Pavilnionių g.,85500,1453,2,58.86,6,16
853,Lazdynėliai,Lazdynėlių g.,87000,2122,2,41,3,4
854,Naujamiestis,Švitrigailos g.,136300,1861,3,73.25,2,4
855,Šnipiškės,Kalvarijų g.,27500,1528,1,18,9,12
856,Baltupiai,Kalvarijų g.,27500,1375,1,20,9,12
857,Naujamiestis,Vytenio g.,83700,1574,2,53.18,4,4
858,Viršuliškės,Viršuliškių g.,74000,1156,3,64,4,9
859,Žirmūnai,Kalvarijų g.,85000,1328,3,64,4,5
860,Šnipiškės,Kalvarijų g.,85000,1328,3,64,4,5
861,Antakalnis,Kirtavietės g.,109000,1656,3,65.84,2,4
862,Senamiestis,Subačiaus g.,49900,4339,1,11.5,1,4
863,Pilaitė,M. Mažvydo g.,90000,1698,2,53,1,9
864,Naujoji Vilnia,Kirtavietės g.,109000,962,3,113.3,2,4
865,Pašilaičiai,Justiniškių g.,118000,1960,3,60.21,3,9
866,Baltupiai,Didlaukio g.,54500,1469,2,37.11,2,6
867,Santariškės,Mykolo Marcinkevičiaus g.,143000,1363,3,104.93,2,4
868,Antakalnis,V. Grybo g.,62000,2067,1,30,2,4
869,Naujininkai,Dariaus ir Girėno g.,26000,1444,1,18,1,5
870,Užupis,Krivių g.,539000,3080,5,175,5,5
871,Senamiestis,Trakų g.,410000,4184,3,98,2,3
872,Senamiestis,J. Basanavičiaus g.,195000,3250,2,60,2,2
873,Naujamiestis,M. K. Čiurlionio g.,840000,4000,6,210,3,3
874,Senamiestis,Teatro g.,750000,2863,6,262,3,5
875,Užupis,Užupio g.,230000,4340,2,53,1,3
876,Justiniškės,Laisvės pr.,129000,1915,3,67.37,5,5
877,Žirmūnai,Sporto g.,140000,3784,2,37,3,6
878,Senamiestis,Krivūlės g.,127833,2144,3,59.62,2,4
879,Pilaitė,Vydūno g.,60000,1705,2,35.2,1,9
880,Senamiestis,Vingrių g.,239000,3254,3,73.45,3,4
881,Antakalnis,Keramikų g.,30500,1694,1,18,3,3
882,Žvėrynas,Pieninės g.,177000,3278,3,54,6,6
883,Lazdynėliai,Šiltnamių g.,27100,1694,1,16,4,4
884,Naujoji Vilnia,Parko g.,36400,1138,1,32,5,9
885,Senamiestis,Naugarduko g.,30000,1667,1,18,4,5
886,Turniškės,Turniškių g.,310000,3010,3,103,3,3
887,Šnipiškės,Konstitucijos pr.,1500000,4762,4,315,25,27
888,Šnipiškės,Konstitucijos pr.,337090,2600,4,129.65,6,29
889,Šnipiškės,Konstitucijos pr.,155000,2879,2,53.84,5,29
890,Antakalnis,Antakalnio g.,138750,2290,3,60.59,3,4
891,Antakalnis,Antakalnio g.,91000,2264,2,40.19,3,3
892,Balsiai,Žvorūnos g.,125000,1214,4,103,1,2
893,Turniškės,Nemenčinės pl.,300000,2262,4,132.61,2,3
894,Valakampiai,Lizdeikos g.,127000,1283,3,99,1,2
895,Pilaitė,Nidos g.,75500,1888,1,40,6,6
896,Pašilaičiai,Pašilaičių g.,130000,1202,3,108.18,1,3
897,Šnipiškės,A. Juozapavičiaus g.,129000,2415,3,53.41,1,1
898,Viršuliškės,Pilaitės pr.,54500,1968,1,27.69,6,16
899,Pašilaičiai,Laisvės pr.,50899,1418,1,35.89,5,9
900,Baltupiai,Juozo Balčikonio g.,120000,1820,2,65.92,4,5
901,Šiaurės miestelis,Linkmenų g.,125000,2717,2,46,5,9
902,Senamiestis,Aludarių g.,139000,1904,2,73,4,4
903,Senamiestis,Aludarių g.,139000,1904,2,73,4,4
904,Senamiestis,Aludarių g.,139000,1931,2,72,4,4
905,Žirmūnai,Kalvarijų g.,30000,1500,1,20,10,12
906,Antakalnis,Nemenčinės pl.,325000,2372,4,137,2,3
907,Fabijoniškės,Fabijoniškių g.,56000,1400,2,40,2,5
908,Fabijoniškės,Fabijoniškių g.,56000,1400,1,40,2,5
909,Pašilaičiai,Laisvės pr.,115000,1117,4,103,3,4
910,Antakalnis,V. Grybo g.,140500,1325,5,106,1,5
911,Antakalnis,P. Vileišio g.,137500,2743,2,50.12,3,4
912,Antakalnis,P. Vileišio g.,137500,2743,2,50.12,3,4
913,Pašilaičiai,Perkūnkiemio g.,79000,1756,2,45,4,9
914,Rasos,Stadiono g.,151000,1678,3,90,3,5
915,Šnipiškės,Linkmenų g.,103500,1725,3,60,3,6
916,Šnipiškės,Konstitucijos pr.,112000,2730,2,41.03,8,29
917,Antakalnis,Pauliaus Širvio g.,59900,1875,1,31.95,3,5
918,Burbiškės,Burbiškių g.,72000,2182,1,33,2,3
919,Pašilaičiai,Perkūnkiemio g.,89900,1425,2,63.09,14,16
920,Pašilaičiai,Perkūnkiemio g.,89900,1425,3,63.09,14,16
921,Užupis,Peteliškių g.,169500,2728,3,62.13,5,5
922,Žvėrynas,Latvių g.,295000,3467,3,85.09,1,4
923,Žvėrynas,Latvių g.,518000,4238,4,122.22,2,4
924,Šeškinė,Laisvės pr.,59000,1553,1,38,1,5
925,Antakalnis,Rato g.,225000,2552,4,88.16,2,3
926,Valakampiai,Rato g.,225000,2552,4,88.16,2,3
927,Žvėrynas,Latvių g.,165000,3655,2,45.14,2,4
928,Žvėrynas,Blindžių g.,61500,1809,1,34,1,2
929,Žvėrynas,Blindžių g.,61500,1809,2,34,1,2
930,Senamiestis,Šiaulių g.,135000,3000,2,45,2,4
931,Pašilaičiai,Perkūnkiemio g.,84000,1500,2,56,1,9
932,Užupis,Peteliškių g.,104500,2913,2,35.87,5,5
933,Šnipiškės,Kalvarijų g.,172000,2150,3,80,5,8
934,Šiaurės miestelis,Apkasų g.,64500,1402,2,46,5,5
935,Naujininkai,Dzūkų g.,43000,1433,1,30,1,5
936,Šnipiškės,Žalgirio g.,95000,1882,2,50.47,2,5
937,Šnipiškės,Linkmenų g.,125000,2717,2,46,5,9
938,Pašilaičiai,Medeinos g.,89000,1216,4,73.19,12,16
939,Pašilaičiai,Sviliškių g.,98900,1625,2,60.86,7,8
940,Justiniškės,Sviliškių g.,98900,1625,2,60.86,7,8
941,Senamiestis,Islandijos g.,219000,2911,3,75.22,2,4
942,Santariškės,Želmenų g.,104900,1110,4,94.5,1,2
943,Šnipiškės,Kintų g.,240000,2222,4,108,2,2
944,Naujamiestis,Kapsų g.,102500,1856,3,55.22,2,7
945,Antakalnis,Kalno g.,80000,1291,3,61.95,2,2
946,Antakalnis,Kalno g.,80000,1291,3,61.95,2,2
947,Burbiškės,Eišiškių pl.,119900,1998,3,60,4,5
948,Naujamiestis,Savanorių pr.,169000,1600,3,105.65,2,4
949,Užupis,Peteliškių g.,175500,2662,3,65.94,3,5
950,Užupis,Krivių g.,190000,2838,3,66.96,3,3
951,Senamiestis,Krivių g.,190000,2838,3,66.96,3,3
952,Užupis,Peteliškių g.,95500,2682,1,35.61,2,5
953,Pavilnys,Tuputiškių g.,50000,877,3,57,1,2
954,Užupis,Peteliškių g.,189500,2566,4,73.85,2,5
955,Šeškinė,Laisvės pr.,69000,1113,3,62,5,5
956,Senamiestis,Subačiaus g.,590000,4041,4,146,4,5
957,Užupis,Peteliškių g.,149500,2294,3,65.18,1,5
958,Pašilaičiai,Leičių g.,105000,1500,3,70,4,9
959,Užupis,Peteliškių g.,135500,2871,2,47.2,3,5
960,Užupis,Užupio g.,117000,2903,2,40.3,1,1
961,Šeškinė,Čiobiškio g.,77000,1105,2,69.67,9,9
962,Pašilaičiai,Leičių g.,95000,990,5,95.99,1,9
963,Pilaitė,Karaliaučiaus g.,51500,1783,1,28.88,6,6
964,Pilaitė,Karaliaučiaus g.,67000,1638,2,40.91,3,6
965,Pilaitė,Karaliaučiaus g.,75000,1489,2,50.37,2,6
966,Antakalnis,Smėlio g.,116192,2153,2,53.98,1,7
967,Antakalnis,Smėlio g.,359998,3188,4,112.93,6,7
968,Žvėrynas,Vytauto g.,325396,3890,3,83.64,3,3
969,Senamiestis,Gedimino pr.,626900,5501,4,113.96,6,6
970,Žvėrynas,Vytauto g.,302272,2754,3,109.74,3,3
971,Žvėrynas,Vytauto g.,387035,3395,3,114.01,3,3
972,Žvėrynas,Vytauto g.,387035,3395,3,114.01,3,3
973,Senamiestis,Gedimino pr.,296688,5600,2,52.98,6,6
974,Antakalnis,Šilo g.,109000,1473,3,74,4,5
975,Senamiestis,Gedimino pr.,319572,5400,3,59.18,6,6
976,Pilaitė,Karaliaučiaus g.,92360,1956,2,47.22,9,9
977,Pilaitė,Karaliaučiaus g.,92187,1794,2,51.39,3,9
978,Antakalnis,Smėlio g.,105000,2076,2,50.58,1,7
979,Antakalnis,Smėlio g.,144999,1928,3,75.19,1,7
980,Antakalnis,Smėlio g.,114500,2269,2,50.47,2,7
981,Antakalnis,Smėlio g.,135000,2252,2,59.95,4,7
982,Antakalnis,Smėlio g.,130000,2426,2,53.58,5,7
983,Antakalnis,Smėlio g.,135000,2479,2,54.46,6,7
984,Pašilaičiai,Leičių g.,70000,1215,3,57.62,2,9
985,Žvėrynas,Vytauto g.,224876,3542,3,63.48,3,3
986,Žirmūnai,M. Katkaus g.,120950,2271,2,53.27,1,7
987,Žirmūnai,M. Katkaus g.,106900,2235,2,47.84,7,7
988,Žirmūnai,M. Katkaus g.,71061,2680,1,26.52,7,7
989,Žirmūnai,M. Katkaus g.,71034,2680,1,26.51,7,7
990,Naujamiestis,Šaltinių g.,99909,2547,2,39.23,2,5
991,Senamiestis,Aguonų g.,172587,2695,3,64.05,3,5
992,Senamiestis,Šaltinių g.,362280,4000,4,90.57,5,5
993,Senamiestis,Šaltinių g.,236285,3500,3,67.51,5,5
994,Naujamiestis,Aguonų g.,100441,2068,2,48.57,1,5
995,Naujamiestis,Aguonų g.,157253,2250,3,69.89,2,7
996,Naujamiestis,Aguonų g.,131994,2560,2,51.56,3,7
997,Pašilaičiai,Leičių g.,74000,1112,3,66.55,1,9
998,Šiaurės miestelis,Linkmenų g.,119000,2890,2,41.17,4,5
999,Pašilaičiai,Leičių g.,92000,1277,3,72.07,6,9
1000,Pašilaičiai,Leičių g.,92000,1289,3,71.37,6,9
1001,Naujininkai,Dariaus ir Girėno g.,28000,1556,1,18,5,5
1002,Šeškinė,Buivydiškių g.,59000,1405,1,42,2,12
1003,Lazdynėliai,Šerkšno g.,120000,1653,3,72.58,3,3
1004,Šnipiškės,Kalvarijų g.,17900,1295,1,13.82,4,5
1005,Naujininkai,Eišiškių pl.,26500,1408,1,18.82,4,4
1006,Naujininkai,Kapsų g.,89500,2140,2,41.83,4,7
1007,Užupis,Peteliškių g.,180000,3014,3,59.73,2,5
1008,Užupis,Peteliškių g.,270000,2956,4,91.34,2,5
1009,Senamiestis,Žemaitijos g.,100000,3204,1,31.21,1,3
1010,Karoliniškės,Vido Maciulevičiaus g.,47900,1443,1,33.2,3,5
1011,Naujamiestis,Smolensko g.,123000,2321,2,53,4,11
1012,Žvėrynas,Latvių g.,230000,2170,4,106,5,6
1013,Naujamiestis,S. Konarskio g.,75000,1685,2,44.5,3,5
1014,Pilaitė,Bitėnų g.,79900,1776,2,45,3,4
1015,Pilaitė,Bitėnų g.,79900,1737,2,46,3,4
1016,Pilaitė,Bitėnų g.,79900,1737,2,46,3,4
1017,Šnipiškės,Šilutės g.,43500,1359,1,32,1,2
1018,Pašilaičiai,Leičių g.,70000,1066,3,65.67,4,9
1019,Naujamiestis,Algirdo g.,44000,881,2,49.92,0,5
1020,Pilaitė,Priegliaus g.,133000,2078,3,64,3,5
1021,Žirmūnai,Tuskulėnų g.,60000,1818,1,33,4,5
1022,Pilaitė,Varnės g.,118000,1206,4,97.86,1,2
1023,Pilaitė,Varnės g.,130000,1171,4,111.02,1,2
1024,Senamiestis,A. Juozapavičiaus g.,215000,3308,2,65,6,7
1025,Senamiestis,Savičiaus g.,189000,2392,3,79,3,3
1026,Justiniškės,Taikos g.,57150,1799,1,31.76,1,4
1027,Lazdynai,Architektų g.,69900,1098,3,63.66,9,9
1028,Šeškinė,Gelvonų g.,52000,1444,1,36,1,5
1029,Naujininkai,Darbininkų g.,45000,1216,1,37,11,12
1030,Naujamiestis,Gedimino pr.,201536,4629,2,43.54,2,5
1031,Pilaitė,Bitėnų g.,119000,1951,3,61,2,4
1032,Pilaitė,Bitėnų g.,119000,1951,3,61,2,4
1033,Pilaitė,Bitėnų g.,112011,1807,3,62,2,4
1034,Pilaitė,Bitėnų g.,112000,1806,3,62,3,4
1035,Pilaitė,Bitėnų g.,112000,1836,3,61,3,4
1036,Pilaitė,Bitėnų g.,99999,1852,3,54,4,4
1037,Pilaitė,Bitėnų g.,100011,1905,3,52.5,4,4
1038,Pilaitė,Bitėnų g.,99999,1912,3,52.3,3,4
1039,Naujamiestis,M. K. Čiurlionio g.,340000,2671,4,127.28,1,3
1040,Senamiestis,T. Kosciuškos g.,282000,2580,4,109.3,4,4
1041,Senamiestis,T. Kosciuškos g.,183000,2609,2,70.14,1,4
1042,Antakalnis,Turniškių g.,165000,3433,2,48.06,2,3
1043,Valakampiai,Turniškių g.,165000,3433,2,48.06,2,3
1044,Pilaitė,M. Mažvydo g.,83000,1800,2,46.1,4,7
1045,Balsiai,Žaliųjų Ežerų g.,66000,1258,2,52.47,1,2
1046,Didieji Gulbinai,Toluvos g.,62000,989,3,62.68,2,2
1047,Antakalnis,Žirgo g.,195000,1479,4,131.85,2,3
1048,Užupis,Peteliškių g.,104500,2188,2,47.77,1,5
1049,Viršuliškės,Viršuliškių g.,91000,1358,3,67,1,5
1050,Šnipiškės,Rinktinės g.,125000,1786,3,70,3,9
1051,Bajorai,Salaspilio g.,182375,1836,4,99.31,2,3
1052,Bajorai,Salaspilio g.,133000,1320,4,100.75,2,3
1053,Bajorai,Salaspilio g.,95600,1484,3,64.42,2,3
1054,Bajorai,Salaspilio g.,95600,1490,3,64.16,2,3
1055,Bajorai,Salaspilio g.,80100,1527,2,52.46,1,3
1056,Bajorai,Salaspilio g.,133000,1348,4,98.63,2,3
1057,Bajorai,Šventeliškių g.,85305,1957,1,43.59,1,4
1058,Pašilaičiai,Leičių g.,60011,1321,2,45.42,7,9
1059,Pašilaičiai,Leičių g.,109011,1613,3,67.6,8,9
1060,Senamiestis,Liejyklos g.,100000,2903,2,34.45,1,4
1061,Justiniškės,Justiniškių g.,67000,976,3,68.66,8,9
1062,Santariškės,Santariškių g.,275000,2350,5,117,1,2
1063,Pilaitė,Bitėnų g.,104000,1576,3,66,4,5
1064,Pilaitė,Vydūno g.,85000,2073,2,41,9,9
1065,Pilaitė,Vydūno g.,85000,2125,2,40,9,9
1066,Naujininkai,Kapsų g.,67500,2085,1,32.38,2,7
1067,Naujamiestis,Kapsų g.,105500,1800,3,58.61,2,7
1068,Naujininkai,Kapsų g.,105500,1800,3,58.61,2,7
1069,Pavilnys,Džiaugsmo g.,105000,1050,4,100,2,2
1070,Fabijoniškės,S. Stanevičiaus g.,120000,2134,2,56.23,5,5
1071,Tarandė,Lubinų g.,92000,821,4,112,2,2
1072,Naujamiestis,Birželio 23-iosios g.,141000,2518,3,56,3,9
1073,Trakų Vokė,J. Tiškevičiaus g.,77000,939,4,82,2,4
1074,Naujoji Vilnia,Žaliakalnio g.,17000,527,2,32.27,1,1
1075,Antakalnis,Šilo g.,129000,2756,2,46.81,2,2
1076,Bajorai,Mokyklos g.,49000,1400,2,35,4,5
1077,Bajorai,Mokyklos g.,49000,1400,2,35,4,5
1078,Bukiškio k.,Mokyklos g.,49000,1400,2,35,4,5
1079,Pašilaičiai,Gabijos g.,63000,926,3,68,1,9
1080,Naujininkai,Dariaus ir Girėno g.,96000,1157,4,83,1,2
1081,Naujoji Vilnia,Parko g.,55000,1100,2,50,4,5
1082,Žirmūnai,Tuskulėnų g.,63000,1750,1,36,6,12
1083,Pilaitė,Karaliaučiaus g.,109900,1717,3,64,7,8
1084,Šeškinė,Gelvonų g.,70900,1390,2,51,6,9
1085,Šnipiškės,Krokuvos g.,166000,1677,3,99,5,6
1086,Šnipiškės,Krokuvos g.,166000,1677,3,99,5,6
1087,Naujininkai,Darbininkų g.,27500,1559,1,17.64,3,5
1088,Antakalnis,Karačiūnų g.,175000,1444,3,121.18,2,2
1089,Burbiškės,Eišiškių pl.,126000,1888,3,66.73,1,5
1090,Naujininkai,Eišiškių pl.,119000,2204,3,54,3,5
1091,Naujininkai,Eišiškių pl.,97000,1516,3,64,2,5
1092,Burbiškės,Eišiškių pl.,93000,2183,2,42.6,5,5
1093,Burbiškės,Eišiškių pl.,68000,2008,1,33.86,4,5
1094,Markučiai,Manufaktūrų g.,99123,1850,2,53.58,2,6
1095,Šnipiškės,Rinktinės g.,223560,2700,3,82.8,7,9
1096,Šnipiškės,Rinktinės g.,98179,1930,2,50.87,2,9
1097,Šnipiškės,Rinktinės g.,224832,2400,3,93.68,5,6
1098,Lazdynai,Erfurto g.,72000,1182,3,60.93,4,5
1099,Senamiestis,Mindaugo g.,158000,2135,2,74,3,7
1100,Bajorai,Fizikų g.,140200,1900,3,73.79,5,5
1101,Bajorai,Fizikų g.,140200,1900,3,73.79,5,5
1102,Bajorai,Fizikų g.,102700,1593,3,64.48,1,4
1103,Žirmūnai,Žirmūnų g.,59900,1358,2,44.12,1,5
1104,Justiniškės,Taikos g.,84500,1050,4,80.45,3,9
1105,Užupis,Krivių g.,289000,3211,3,90,2,5
1106,Bajorai,Fizikų g.,80000,1651,2,48.47,2,5
1107,Bajorai,Fizikų g.,80400,1656,2,48.56,2,4
1108,Bajorai,Fizikų g.,79000,1846,2,42.8,4,5
1109,Žvėrynas,Pušų g.,580000,3118,3,186,2,2
1110,Markučiai,Manufaktūrų g.,133158,2020,3,65.92,3,5
1111,Markučiai,Manufaktūrų g.,105013,1900,2,55.27,3,5
1112,Pilaitė,Priegliaus g.,90000,1800,2,50,4,7
1113,Markučiai,Manufaktūrų g.,73710,1951,1,37.79,2,5
1114,Markučiai,Manufaktūrų g.,105963,1750,2,60.55,3,6
1115,Markučiai,Manufaktūrų g.,136068,1700,4,80.04,1,6
1116,Markučiai,Manufaktūrų g.,269888,3201,3,84.32,5,5
1117,Markučiai,Manufaktūrų g.,264045,2896,3,91.18,1,5
1118,Karoliniškės,Algimanto Petro Kavoliuko g.,56000,1677,1,33.4,2,5
1119,Karoliniškės,Algimanto Petro Kavoliuko g.,56000,1647,1,34,2,5
1120,Markučiai,Manufaktūrų g.,185224,2597,3,71.33,2,4
1121,Pilaitė,I. Kanto al.,83000,1361,3,61,9,9
1122,Markučiai,Manufaktūrų g.,75915,2104,1,36.08,1,5
1123,Šnipiškės,Rinktinės g.,243942,1975,5,123.51,2,9
1124,Šnipiškės,Rinktinės g.,124511,2540,2,49.02,7,9
1125,Šnipiškės,Rinktinės g.,141652,2800,2,50.59,8,9
1126,Šnipiškės,Rinktinės g.,170193,2290,3,74.32,5,9
1127,Markučiai,Subačiaus g.,126569,2021,3,62.64,3,3
1128,Šnipiškės,Rinktinės g.,179872,2240,3,80.3,5,6
1129,Šnipiškės,Rinktinės g.,81481,2418,1,33.7,4,8
1130,Šnipiškės,Rinktinės g.,89900,2668,1,33.7,5,8
1131,Valakampiai,Nugalėtojų g.,299500,2382,3,125.75,2,3
1132,Valakampiai,Nugalėtojų g.,299500,2382,4,125.75,2,3
1133,Naujamiestis,J. Jasinskio g.,129500,3238,2,40,5,6
1134,Pašilaičiai,Leičių g.,89011,1254,3,71,7,9
1135,Naujamiestis,Panerių g.,73920,1011,3,73.15,2,2
1136,Bajorai,Bajorų kel.,83000,1895,1,43.8,4,4
1137,Žvėrynas,Lūšių g.,215000,2194,2,98,4,4
1138,Žvėrynas,Lūšių g.,215000,2194,3,98,4,4
1139,Žvėrynas,Lūšių g.,214999,2194,3,98,4,4
1140,Žvėrynas,Pušų g.,274000,1846,5,148.46,2,3
1141,Žvėrynas,Pušų g.,274000,1846,5,148.46,2,3
1142,Šnipiškės,Kalvarijų g.,24120,930,1,25.93,1,1
1143,Šnipiškės,Kalvarijų g.,22200,861,1,25.77,1,2
1144,Naujoji Vilnia,Parko g.,50000,1333,2,37.52,1,4
1145,Valakampiai,Svajonių g.,195000,1741,5,112,1,3
1146,Šnipiškės,Kalvarijų g.,18980,726,1,26.15,1,1
1147,Naujininkai,A. Jaroševičiaus g.,22000,936,1,23.5,1,2
1148,Senamiestis,Aguonų g.,191000,3979,2,48,6,6
1149,Naujininkai,A. Jaroševičiaus g.,38500,922,3,41.76,2,2
1150,Senamiestis,Šv. Jono g.,330000,3300,4,100,3,3
1151,Šeškinė,Laisvės pr.,95000,1439,2,66,5,5
1152,Justiniškės,Laisvės pr.,95000,1439,2,66,5,5
1153,Bajorai,Mokslininkų g.,60000,1667,1,36,1,2
1154,Pašilaičiai,Gabijos g.,139000,1663,3,83.59,4,5
1155,Žvėrynas,Paribio g.,119000,1831,3,65,5,5
1156,Senamiestis,Gedimino pr.,285000,3000,3,95,4,6
1157,Senamiestis,Krivių g.,253000,2811,4,90,4,4
1158,Žirmūnai,Verkių g.,465000,3224,4,144.25,2,3
1159,Verkiai,Verkių g.,465000,3224,4,144.25,2,3
1160,Senamiestis,Gedimino pr.,160000,2857,2,56,3,4
1161,Valakampiai,Nemenčinės pl.,285000,1900,4,150,17,20
1162,Antakalnis,Žirgo g.,285000,1900,4,150,17,20
1163,Antakalnis,Žirgo g.,285000,1900,4,150,17,20
1164,Pilaitė,I. Simonaitytės g.,105000,1687,3,62.24,4,4
1165,Pilaitė,I. Simonaitytės g.,105000,1687,2,62.24,4,4
1166,Vilkpėdė,Vaduvos g.,44800,1120,1,40,3,5
1167,Žemieji Paneriai,Vaduvos g.,44800,1120,1,40,3,5
1168,Viršuliškės,Spaudos g.,76800,1839,2,41.76,10,16
1169,Naujoji Vilnia,Genių g.,65000,1275,3,51,4,5
1170,Šnipiškės,Kalvarijų g.,46000,958,2,48,1,1
1171,Šnipiškės,Šilutės g.,46000,958,2,48,1,1
1172,Pilaitė,Nidos g.,119500,2023,3,59.08,9,9
1173,Avižieniai,Mokyklos g.,45000,1250,2,36,4,5
1174,Bukiškio k.,Mokyklos g.,45000,1250,2,36,4,5
1175,Naujamiestis,Naugarduko g.,73000,1521,2,48,4,5
1176,Senamiestis,Aguonų g.,313000,4397,3,71.19,6,6
1177,Senamiestis,Aguonų g.,199500,2844,3,70.15,3,6
1178,Senamiestis,Aguonų g.,199500,2844,2,70.15,3,6
1179,Senamiestis,J. Basanavičiaus g.,71900,1754,2,41,3,3
1180,Naujamiestis,Kauno g.,59990,2307,2,26,4,4
1181,Šnipiškės,Kalvarijų g.,187000,1948,4,96,7,8
1182,Paneriai,Juodšilių g.,43500,1497,1,29.05,5,5
1183,Aukštieji Paneriai,Juodšilių g.,43500,1497,1,29.05,5,5
1184,Šiaurės miestelis,Juozo Balčikonio g.,129000,2224,2,58,6,6
1185,Žirmūnai,Tuskulėnų g.,66000,2015,1,32.75,4,5
1186,Pašilaičiai,Pavilnionių g.,92000,1513,2,60.79,7,9
1187,Pašilaičiai,Pavilnionių g.,92000,1513,3,60.79,7,9
1188,Viršuliškės,Viršuliškių g.,20000,860,1,23.26,2,9
1189,Pašilaičiai,Leičių g.,71011,1005,3,70.66,7,9
1190,Pašilaičiai,Leičių g.,95011,1792,2,53.02,9,9
1191,Pašilaičiai,Leičių g.,61000,1286,2,47.43,9,9
1192,Avižieniai,Mokyklos g.,49000,1361,2,36,3,5
1193,Vilkpėdė,Vilkpėdės g.,147000,1959,3,75.04,4,7
1194,Naujamiestis,Vilkpėdės g.,147000,1959,3,75.04,4,7
1195,Pašilaičiai,Leičių g.,85011,1767,2,48.1,9,9
1196,Pašilaičiai,Leičių g.,99011,1216,3,81.45,3,9
1197,Pilaitė,Simono Grunau g.,78000,1472,3,53,1,3
1198,Pilaitė,Karaliaučiaus g.,109000,1748,3,62.35,1,2
1199,Užupis,Krivių g.,300000,3213,4,93.38,2,5
1200,Lazdynai,Erfurto g.,86000,1358,4,63.34,7,9
1201,Karoliniškės,Sausio 13-osios g.,87000,1675,2,51.94,2,7
1202,Karoliniškės,Sausio 13-osios g.,73500,1983,2,37.07,2,7
1203,Senamiestis,Totorių g.,179000,2093,3,85.53,3,4
1204,Pašilaičiai,Leičių g.,78011,1472,2,53,2,9
1205,Šnipiškės,Rinktinės g.,189000,2821,3,67,7,7
1206,Žvėrynas,Stumbrų g.,180000,2466,3,73,1,6
1207,Jeruzalė,Kviečių g.,72300,1900,1,38.05,6,6
1208,Senamiestis,Gedimino pr.,289000,3156,3,91.56,4,5
1209,Senamiestis,Gedimino pr.,289000,3156,4,91.56,4,5
1210,Senamiestis,Vilniaus g.,289000,3156,2,91.56,4,5
1211,Naujamiestis,Kauno g.,104900,2826,2,37.12,3,11
1212,Pilaitė,Pilkalnio g.,88747,1074,3,82.64,1,3
1213,Pilaitė,Pilkalnio g.,89000,1068,4,83.3,1,3
1214,Žvėrynas,Stirnų g.,141000,3017,2,46.74,1,6
1215,Žvėrynas,Stirnų g.,145000,3192,2,45.42,2,6
